name,channel,handle,url,category,label,rank
Sanae Abdi,x,_sanaeabdi,https://x.com/_sanaeabdi,MdB,SPD,
Sanae Abdi,facebook,sanaeabdispd,https://m.facebook.com/sanaeabdispd/,MdB,SPD,
Sanae Abdi,instagram,sanae_ccaa,https://www.instagram.com/sanae_ccaa/,MdB,SPD,567
Knut Abraham,x,Knut_Abraham,https://x.com/Knut_Abraham,MdB,CDU,
Knut Abraham,facebook,abraham.knut,https://m.facebook.com/abraham.knut,MdB,CDU,
Knut Abraham,instagram,knut_abraham_mdb,https://www.instagram.com/knut_abraham_mdb/,MdB,CDU,2813
Knut Abraham,youtube,@knutabrahammdb7342,https://www.youtube.com/@knutabrahammdb7342,MdB,CDU,
Doris Achelwilm,x,dorisachelwilm,https://x.com/dorisachelwilm,MdB,Linke,
Doris Achelwilm,facebook,doris.achelwilm.dielinke,https://m.facebook.com/doris.achelwilm.dielinke,MdB,Linke,
Doris Achelwilm,instagram,doris_achelwilm,https://www.instagram.com/doris_achelwilm,MdB,Linke,
Doris Achelwilm,youtube,UCpomrgUTAnKRONhRfJzyIfA,https://www.youtube.com/channel/UCpomrgUTAnKRONhRfJzyIfA,MdB,Linke,
Anna Aeikens,facebook,anna.aeikens,https://m.facebook.com/anna.aeikens,MdB,CDU,
Anna Aeikens,instagram,anna_aeikens,https://www.instagram.com/anna_aeikens,MdB,CDU,2853
Anna Aeikens,tiktok,@anna_aeikens,https://www.tiktok.com/@anna_aeikens,MdB,CDU,
Adis Ahmetovic,facebook,AdisAhmetovic.SPD,https://m.facebook.com/AdisAhmetovic.SPD,MdB,SPD,
Adis Ahmetovic,instagram,adis.a93,https://www.instagram.com/adis.a93,MdB,SPD,571
Gökay Akbulut,facebook,goekay.akbulut,https://m.facebook.com/goekay.akbulut,MdB,Linke,
Gökay Akbulut,instagram,g.akbulut_mdb,https://www.instagram.com/g.akbulut_mdb,MdB,Linke,2680
Gökay Akbulut,tiktok,@goekayakbulut,https://www.tiktok.com/@goekayakbulut,MdB,Linke,
Reem Alabali-Radovan,facebook,reem.alabaliradovan,https://m.facebook.com/reem.alabaliradovan,MdB,SPD,
Reem Alabali-Radovan,instagram,reem.alabaliradovan,https://www.instagram.com/reem.alabaliradovan/,MdB,SPD,574
Reem Alabali-Radovan,tiktok,@reem.alabali,https://www.tiktok.com/@reem.alabali,MdB,SPD,
Stephan Albani,facebook,StephanAlbaniMdB,https://m.facebook.com/StephanAlbaniMdB,MdB,CDU,
Stephan Albani,youtube,@stephanalbanimdb3470,https://www.youtube.com/@stephanalbanimdb3470,MdB,CDU,
Alaa Alhamwi,instagram,dr.alaa.alhamwi,https://www.instagram.com/dr.alaa.alhamwi,MdB,Grüne,424
Alaa Alhamwi,tiktok,@alhamwi.alaa,https://www.tiktok.com/@alhamwi.alaa,MdB,Grüne,
Alaa Alhamwi,youtube,@Dr.AlaaAlhamwi,https://www.youtube.com/@Dr.AlaaAlhamwi,MdB,Grüne,
Norbert Altenkamp,facebook,Norbert.Altenkamp,https://m.facebook.com/Norbert.Altenkamp,MdB,CDU,
Norbert Altenkamp,instagram,norbert.altenkamp,https://www.instagram.com/norbert.altenkamp,MdB,CDU,576
Norbert Altenkamp,youtube,@norbertaltenkampmdb5174,https://www.youtube.com/@norbertaltenkampmdb5174,MdB,CDU,
Tarek Al-Wazir,x,talwazir,https://x.com/talwazir/,MdB,Grüne,
Tarek Al-Wazir,facebook,tarekalwazir.gruene,https://m.facebook.com/tarekalwazir.gruene,MdB,Grüne,
Tarek Al-Wazir,instagram,tarekalwazir,https://www.instagram.com/tarekalwazir/,MdB,Grüne,297
Philipp Amthor,facebook,amthor.philipp,https://m.facebook.com/amthor.philipp,MdB,CDU,
Philipp Amthor,instagram,philipp.amthor,https://www.instagram.com/philipp.amthor,MdB,CDU,41
Luise Amtsberg,facebook,LuiseAmtsberg,https://m.facebook.com/LuiseAmtsberg,MdB,Grüne,
Luise Amtsberg,instagram,amtsbergluise,https://www.instagram.com/amtsbergluise,MdB,Grüne,577
Luise Amtsberg,youtube,@luiseamtsberg2943,https://www.youtube.com/@luiseamtsberg2943,MdB,Grüne,
Alexander Arpaschi,facebook,arpaschi,https://m.facebook.com/arpaschi/,MdB,AfD,
Ayse Asar,facebook,ayse.asar.731,https://m.facebook.com/ayse.asar.731,MdB,Grüne,
Ayse Asar,instagram,ayseasar__,https://www.instagram.com/ayseasar__,MdB,Grüne,274
Tijen Ataoğlu,facebook,profile.php,https://m.facebook.com/profile.php?id=61569925166000,MdB,CDU,
Tijen Ataoğlu,instagram,tijen.ataoglu,https://www.instagram.com/tijen.ataoglu,MdB,CDU,2775
Andreas Audretsch,x,anaudretsch,https://twitter.com/anaudretsch,MdB,Grüne,
Andreas Audretsch,facebook,andreas.audretsch,https://m.facebook.com/andreas.audretsch,MdB,Grüne,
Andreas Audretsch,instagram,andreasaudretsch,https://www.instagram.com/andreasaudretsch,MdB,Grüne,582
Artur Auernhammer,facebook,AuernhammerMdB,https://m.facebook.com/AuernhammerMdB,MdB,CSU,
Peter Aumer,x,peteraumer,https://x.com/peteraumer,MdB,CSU,
Peter Aumer,facebook,PeAumer,https://m.facebook.com/PeAumer,MdB,CSU,
Peter Aumer,instagram,pete_aum,https://www.instagram.com/pete_aum,MdB,CSU,284
Cornell Babendererde,facebook,profile.php,https://m.facebook.com/profile.php?id=100009436182981,MdB,CDU,
Cornell Babendererde,instagram,cornellbabendererde,https://www.instagram.com/cornellbabendererde,MdB,CDU,470
Carolin Bachmann,facebook,CarolinBachmannAfD,https://m.facebook.com/CarolinBachmannAfD/,MdB,AfD,
Carolin Bachmann,instagram,carolin.bachmann,https://www.instagram.com/carolin.bachmann/,MdB,AfD,
Carolin Bachmann,youtube,UCskdcXid2nqXcxYBWn86M2w,https://www.youtube.com/channel/UCskdcXid2nqXcxYBWn86M2w,MdB,AfD,
Lisa Badum,x,badumlisa,https://x.com/badumlisa,MdB,Grüne,
Lisa Badum,facebook,BadumLisa,https://m.facebook.com/BadumLisa,MdB,Grüne,
Lisa Badum,instagram,badumlisa,https://www.instagram.com/badumlisa,MdB,Grüne,586
Lisa Badum,tiktok,@badumlisa,https://www.tiktok.com/@badumlisa,MdB,Grüne,
Lisa Badum,youtube,UCEWjCdSFg5sjIkxmhezo2-A,https://www.youtube.com/channel/UCEWjCdSFg5sjIkxmhezo2-A,MdB,Grüne,
Annalena Baerbock,x,ABaerbock,https://x.com/ABaerbock,MdB,Grüne,
Annalena Baerbock,facebook,annalena.baerbock,https://m.facebook.com/annalena.baerbock,MdB,Grüne,
Annalena Baerbock,instagram,abaerbock,https://www.instagram.com/abaerbock,MdB,Grüne,676
Annalena Baerbock,youtube,UCxVqEMuFJnljsNXcuk2eChA,https://www.youtube.com/channel/UCxVqEMuFJnljsNXcuk2eChA,MdB,Grüne,
Daniel Baldy,facebook,baldy.spd,https://m.facebook.com/baldy.spd,MdB,SPD,
Daniel Baldy,instagram,baldy.daniel,https://www.instagram.com/baldy.daniel,MdB,SPD,384
Adam Balten,x,adambalten,https://x.com/adambalten,MdB,AfD,
Adam Balten,facebook,Adam.Balten,https://m.facebook.com/Adam.Balten,MdB,AfD,
Adam Balten,instagram,adam.balten,https://www.instagram.com/adam.balten,MdB,AfD,2855
Felix Banaszak,x,fbanaszak,https://www.twitter.com/fbanaszak,MdB,Grüne,
Felix Banaszak,facebook,felix.banaszak,https://m.facebook.com/felix.banaszak,MdB,Grüne,
Felix Banaszak,instagram,fbanaszak,https://www.instagram.com/fbanaszak,MdB,Grüne,589
Dorothee Bär,x,DoroBaer,https://x.com/DoroBaer,MdB,CSU,
Dorothee Bär,facebook,DorotheeBaerMdB,https://m.facebook.com/DorotheeBaerMdB,MdB,CSU,
Dorothee Bär,instagram,dorobaer,https://www.instagram.com/dorobaer,MdB,CSU,74
Dorothee Bär,tiktok,@dorobaer,https://www.tiktok.com/@dorobaer,MdB,CSU,
Dorothee Bär,youtube,DorotheeBaerMdB,www.youtube.com/user/DorotheeBaerMdB,MdB,CSU,
Karl Bär,x,karlbaer,https://x.com/karlbaer,MdB,Grüne,
Karl Bär,facebook,KarlBaerBundestag,https://m.facebook.com/KarlBaerBundestag/,MdB,Grüne,
Karl Bär,instagram,karl.baer,https://www.instagram.com/karl.baer/,MdB,Grüne,588
Thomas Bareiß,facebook,thomas.bareiss,https://m.facebook.com/thomas.bareiss,MdB,CDU,
Thomas Bareiß,instagram,thomasbareiss,https://www.instagram.com/thomasbareiss,MdB,CDU,437
Thomas Bareiß,tiktok,@thomasbareiss,https://www.tiktok.com/@thomasbareiss,MdB,CDU,
Sören Bartol,facebook,soerenbartol,https://m.facebook.com/soerenbartol,MdB,SPD,
Sören Bartol,instagram,soeren.bartol,https://www.instagram.com/soeren.bartol,MdB,SPD,591
Dietmar Bartsch,x,DietmarBartsch,https://x.com/DietmarBartsch,MdB,Linke,
Dietmar Bartsch,facebook,DietmarBartschMdB,https://m.facebook.com/DietmarBartschMdB,MdB,Linke,
Bärbel Bas,facebook,baerbel.bas,https://m.facebook.com/baerbel.bas,MdB,SPD,
Bärbel Bas,instagram,baerbelbas,https://www.instagram.com/baerbelbas,MdB,SPD,593
Marcel Bauer,instagram,marcel_bauer_die_linke,https://www.instagram.com/marcel_bauer_die_linke/,MdB,Linke,
Christina Baum,x,DrChristinaBaum,https://x.com/DrChristinaBaum,MdB,AfD,
Christina Baum,facebook,drchristinabaum,https://m.facebook.com/drchristinabaum/,MdB,AfD,
Christina Baum,youtube,videos,https://www.youtube.com/c/DrChristinaBaumAfD/videos,MdB,AfD,
Bernd Baumann,x,DrBerndBaumann,https://x.com/DrBerndBaumann,MdB,AfD,
Bernd Baumann,facebook,DrBerndBaumann,https://m.facebook.com/DrBerndBaumann,MdB,AfD,
Bernd Baumann,instagram,drberndbaumann,https://www.instagram.com/drberndbaumann,MdB,AfD,2835
Bernd Baumann,tiktok,@drberndbaumann,https://www.tiktok.com/@drberndbaumann,MdB,AfD,
Bernd Baumann,youtube,@DrBerndBaumannMdB,https://www.youtube.com/@DrBerndBaumannMdB,MdB,AfD,
Günter Baumgartner,facebook,gunter.baumgartner.9847,https://m.facebook.com/gunter.baumgartner.9847,MdB,CSU,
Günter Baumgartner,instagram,guenter_baumgartner,https://www.instagram.com/guenter_baumgartner/,MdB,CSU,413
Katharina Beck,x,kathabeck,https://x.com/kathabeck,MdB,Grüne,
Katharina Beck,facebook,katharinabeck.gruene,https://m.facebook.com/katharinabeck.gruene,MdB,Grüne,
Katharina Beck,instagram,katharina.beck,https://www.instagram.com/katharina.beck/,MdB,Grüne,596
Katharina Beck,tiktok,@katharina_beck,https://www.tiktok.com/@katharina_beck,MdB,Grüne,
Katharina Beck,youtube,UCg7GUvIHaDg7RLVP8am19-g,https://www.youtube.com/channel/UCg7GUvIHaDg7RLVP8am19-g,MdB,Grüne,
Desiree Becker,facebook,profile.php,https://m.facebook.com/profile.php?id=61556806215163,MdB,Linke,
Desiree Becker,instagram,desireebecker___,https://www.instagram.com/desireebecker___,MdB,Linke,
Jens Behrens,facebook,jensbehrenslp,https://m.facebook.com/jensbehrenslp,MdB,SPD,
Jens Behrens,instagram,jensbehrenslp,https://www.instagram.com/jensbehrenslp/,MdB,SPD,394
Lukas Benner,x,LukasBenner_,https://x.com/LukasBenner_,MdB,Grüne,
Lukas Benner,instagram,benner_lukas,https://www.instagram.com/benner_lukas/,MdB,Grüne,599
Lukas Benner,tiktok,@benner_lukas,https://www.tiktok.com/@benner_lukas,MdB,Grüne,
Marc Bernhard,x,MarcBernhardAfD,https://x.com/MarcBernhardAfD,MdB,AfD,
Marc Bernhard,facebook,MarcBernhardAfD,https://m.facebook.com/MarcBernhardAfD,MdB,AfD,
Marc Bernhard,instagram,marc_bernhard,https://www.instagram.com/marc_bernhard,MdB,AfD,603
Marc Bernhard,tiktok,@marcbernhard,https://www.tiktok.com/@marcbernhard,MdB,AfD,
Marc Bernhard,youtube,@Marc-Bernhard,https://www.youtube.com/@Marc-Bernhard,MdB,AfD,
Melanie Bernstein,facebook,melaniebernstein.cdu,https://m.facebook.com/melaniebernstein.cdu,MdB,CDU,
Melanie Bernstein,instagram,mela.bernstein,https://www.instagram.com/mela.bernstein,MdB,CDU,483
Birgit Bessin,x,BirgitBessin,https://x.com/BirgitBessin,MdB,AfD,
Birgit Bessin,facebook,birgitbessin,https://m.facebook.com/birgitbessin,MdB,AfD,
Birgit Bessin,instagram,bessin_birgit_afd,https://www.instagram.com/bessin_birgit_afd,MdB,AfD,306
Birgit Bessin,youtube,UCKza8niDux6U-3fpxEq819g,https://www.youtube.com/channel/UCKza8niDux6U-3fpxEq819g,MdB,AfD,
Daniel Bettermann,facebook,daniel.bettermann,https://m.facebook.com/daniel.bettermann,MdB,SPD,
Daniel Bettermann,instagram,dabeks1980,https://www.instagram.com/dabeks1980/,MdB,SPD,2844
Lorenz Gösta Beutin,x,lgbeutin,https://x.com/lgbeutin,MdB,Linke,
Lorenz Gösta Beutin,facebook,lgbeutin,https://m.facebook.com/lgbeutin/,MdB,Linke,
Lorenz Gösta Beutin,instagram,lgbeutin,https://www.instagram.com/lgbeutin/,MdB,Linke,2809
Peter Beyer,x,Peter_Beyer,https://x.com/Peter_Beyer,MdB,CDU,
Peter Beyer,facebook,peterbeyermdb,https://m.facebook.com/peterbeyermdb,MdB,CDU,
Peter Beyer,instagram,peterbeyerbundestag,https://www.instagram.com/peterbeyerbundestag/,MdB,CDU,604
Marc Biadacz,x,MBiadaczMdB,https://x.com/MBiadaczMdB,MdB,CDU,
Marc Biadacz,facebook,MBiadacz,https://m.facebook.com/MBiadacz,MdB,CDU,
Marc Biadacz,instagram,marc.biadacz,https://www.instagram.com/marc.biadacz,MdB,CDU,3157
Marc Biadacz,youtube,@Marc.Biadacz,https://www.youtube.com/@Marc.Biadacz,MdB,CDU,
Steffen Bilger,x,steffenbilger,https://x.com/steffenbilger,MdB,CDU,
Steffen Bilger,facebook,steffen.bilger.LB,https://m.facebook.com/steffen.bilger.LB,MdB,CDU,
Steffen Bilger,instagram,steffen.bilger,https://www.instagram.com/steffen.bilger,MdB,CDU,605
Steffen Bilger,youtube,SteffenBilger,https://www.youtube.com/user/SteffenBilger,MdB,CDU,
Florian Bilic,facebook,bilic.florian,https://m.facebook.com/bilic.florian/,MdB,CDU,
Florian Bilic,instagram,bilic.florian,https://www.instagram.com/bilic.florian/,MdB,CDU,2851
Florian Bilic,youtube,videos,https://www.youtube.com/channel/UCO1IMDQx552r_NFFQaUWabA/videos,MdB,CDU,
Christoph Birghan,x,drbirghan,https://x.com/drbirghan,MdB,AfD,
Christoph Birghan,facebook,christoph.birghan,https://m.facebook.com/christoph.birghan,MdB,AfD,
Christoph Birghan,instagram,drbirghan,https://www.instagram.com/drbirghan/,MdB,AfD,371
Christoph Birghan,tiktok,@drbirghan,https://www.tiktok.com/@drbirghan,MdB,AfD,
Jakob Blankenburg,facebook,jakobblankenburg.spd,https://m.facebook.com/jakobblankenburg.spd,MdB,SPD,
Jakob Blankenburg,instagram,jakob.blankenburg,https://www.instagram.com/jakob.blankenburg/,MdB,SPD,342
Andreas Bleck,x,andreasbleckmdb,https://x.com/andreasbleckmdb,MdB,AfD,
Andreas Bleck,facebook,AndreasBleckMdB,https://m.facebook.com/AndreasBleckMdB,MdB,AfD,
Andreas Bleck,instagram,andreasbleckmdb,https://www.instagram.com/andreasbleckmdb,MdB,AfD,32
Michael Blos,facebook,drblosmichael,https://m.facebook.com/drblosmichael,MdB,AfD,
Michael Blos,instagram,michaelblos,https://www.instagram.com/michaelblos/,MdB,AfD,
Michael Blos,youtube,@michaelblos,https://www.youtube.com/@michaelblos,MdB,AfD,
René Bochmann,x,ReneBochmannMdB,https://x.com/ReneBochmannMdB,MdB,AfD,
René Bochmann,facebook,renebochmannmdb,https://m.facebook.com/renebochmannmdb/,MdB,AfD,
René Bochmann,instagram,renebochmannafdmdb,https://www.instagram.com/renebochmannafdmdb/,MdB,AfD,2789
René Bochmann,tiktok,@renebochmann,https://www.tiktok.com/@renebochmann,MdB,AfD,
René Bochmann,youtube,@ReneBochmannMdB,https://www.youtube.com/@ReneBochmannMdB,MdB,AfD,
Violetta Bock,facebook,ViolettaBockLinke,https://m.facebook.com/ViolettaBockLinke,MdB,Linke,
Violetta Bock,instagram,Violetta_Bock,https://www.instagram.com/Violetta_Bock,MdB,Linke,224
Leif Bodin,instagram,leif.e.bodin,https://www.instagram.com/leif.e.bodin/,MdB,CDU,2810
Peter Boehringer,x,peterboehringer,https://x.com/peterboehringer,MdB,AfD,
Peter Boehringer,facebook,Peter.BoehringerCom,https://m.facebook.com/Peter.BoehringerCom,MdB,AfD,
Peter Boehringer,youtube,@pboehringer,https://www.youtube.com/@pboehringer,MdB,AfD,
Hendrik Bollmann,x,BollmannHendrik,https://x.com/BollmannHendrik,MdB,SPD,
Hendrik Bollmann,facebook,hendrik.bollmann.7,https://m.facebook.com/hendrik.bollmann.7,MdB,SPD,
Hendrik Bollmann,instagram,hendrikbollmann,https://www.instagram.com/hendrikbollmann/,MdB,SPD,2827
Gereon Bollmann,x,gereonbollmann,https://x.com/gereonbollmann,MdB,AfD,
Gereon Bollmann,facebook,BollmannMdB,https://m.facebook.com/BollmannMdB,MdB,AfD,
Gereon Bollmann,instagram,gereonbollmann,https://www.instagram.com/gereonbollmann,MdB,AfD,232
Gereon Bollmann,tiktok,@gereonbollmann,https://www.tiktok.com/@gereonbollmann,MdB,AfD,
Gereon Bollmann,youtube,@bollmannmdb,https://www.youtube.com/@bollmannmdb,MdB,AfD,
Simone Borchardt,facebook,SimoneBorchardt2021,https://m.facebook.com/SimoneBorchardt2021,MdB,CDU,
Simone Borchardt,instagram,simone.borchardt,https://www.instagram.com/simone.borchardt,MdB,CDU,494
Simone Borchardt,tiktok,@simone.borchardt,https://www.tiktok.com/@simone.borchardt,MdB,CDU,
Caroline Bosbach,instagram,carolinebosbach,https://www.instagram.com/carolinebosbach/,MdB,CDU,2848
Jorrit Bosch,instagram,jorritlb,https://www.instagram.com/jorritlb,MdB,Linke,
Janina Böttger,x,JayBoettger,https://x.com/JayBoettger,MdB,Linke,
Janina Böttger,facebook,Janina.Boettger.Hal,https://m.facebook.com/Janina.Boettger.Hal/,MdB,Linke,
Janina Böttger,instagram,janinaboe_ttger,https://www.instagram.com/janinaboe_ttger/,MdB,Linke,
Frederik Bouffier,facebook,fbouffier,https://m.facebook.com/fbouffier,MdB,CDU,
Frederik Bouffier,instagram,frederikbouffier,https://www.instagram.com/frederikbouffier/,MdB,CDU,2969
Frederik Bouffier,tiktok,@frederik.bouffier,https://www.tiktok.com/@frederik.bouffier,MdB,CDU,
Torben Braga,x,torben_braga,https://x.com/torben_braga,MdB,AfD,
Michael Brand,facebook,menschbrand,https://m.facebook.com/menschbrand,MdB,CDU,
Michael Brand,instagram,mensch_brand,https://www.instagram.com/mensch_brand,MdB,CDU,2801
Dirk Brandes,x,DirkBrandes74,https://x.com/DirkBrandes74,MdB,AfD,
Dirk Brandes,facebook,DirkBrandesAfD,https://m.facebook.com/DirkBrandesAfD/,MdB,AfD,
Dirk Brandes,instagram,dirk_brandes,https://www.instagram.com/dirk_brandes,MdB,AfD,2685
Dirk Brandes,tiktok,@brandesdirk,https://www.tiktok.com/@brandesdirk,MdB,AfD,
Dirk Brandes,youtube,UCGUbgRJKvU-c5L22wCPnrHA,https://www.youtube.com/channel/UCGUbgRJKvU-c5L22wCPnrHA,MdB,AfD,
Reinhard Brandl,x,reinhardbrandl,https://x.com/reinhardbrandl,MdB,CSU,
Reinhard Brandl,facebook,ReinhardBrandlMdB,https://m.facebook.com/ReinhardBrandlMdB,MdB,CSU,
Reinhard Brandl,instagram,reinhard.brandl,https://www.instagram.com/reinhard.brandl,MdB,CSU,291
Reinhard Brandl,youtube,ReinhardBrandl,https://www.youtube.com/user/ReinhardBrandl,MdB,CSU,
Stephan Brandner,facebook,stBrandner,https://m.facebook.com/stBrandner,MdB,AfD,
Stephan Brandner,instagram,stephanbrandner,https://www.instagram.com/stephanbrandner,MdB,AfD,212
Stephan Brandner,tiktok,@brandner_afd,https://www.tiktok.com/@brandner_afd,MdB,AfD,
Franziska Brantner,x,fbrantner,https://x.com/fbrantner,MdB,Grüne,
Franziska Brantner,facebook,franziska.brantner,https://m.facebook.com/franziska.brantner,MdB,Grüne,
Franziska Brantner,instagram,franziska.brantner,https://www.instagram.com/franziska.brantner,MdB,Grüne,3
Franziska Brantner,tiktok,@franziska.brantner,https://www.tiktok.com/@franziska.brantner,MdB,Grüne,
Silvia Breher,facebook,Silvia.Breher.CDU,https://m.facebook.com/Silvia.Breher.CDU,MdB,CDU,
Silvia Breher,instagram,silvia_breher,https://www.instagram.com/silvia_breher,MdB,CDU,2686
Anne-Mieke Bremer,instagram,koffeinpiratin,https://www.instagram.com/koffeinpiratin/,MdB,Linke,2812
Ralph Brinkhaus,x,rbrinkhaus,https://x.com/rbrinkhaus,MdB,CDU,
Ralph Brinkhaus,facebook,ralph.brinkhaus,https://m.facebook.com/ralph.brinkhaus,MdB,CDU,
Ralph Brinkhaus,instagram,ralph_brinkhaus,https://www.instagram.com/ralph_brinkhaus,MdB,CDU,717
Lutz Brinkmann,facebook,lutz.brinkmann.27,https://m.facebook.com/lutz.brinkmann.27,MdB,CDU,
Lutz Brinkmann,instagram,lutz.brinkmann.mdb,https://www.instagram.com/lutz.brinkmann.mdb,MdB,CDU,352
Carsten Brodesser,facebook,dr.carsten.brodesser,m.facebook.com/dr.carsten.brodesser,MdB,CDU,
Carsten Brodesser,instagram,carsten.brodesser,https://www.instagram.com/carsten.brodesser/,MdB,CDU,718
Marlon Bröhr,facebook,MarlonBroehr,https://m.facebook.com/MarlonBroehr/,MdB,CDU,
Marlon Bröhr,instagram,marlonbroehr,https://www.instagram.com/marlonbroehr/,MdB,CDU,
Victoria Broßart,facebook,GrueneVictoria,https://m.facebook.com/GrueneVictoria,MdB,Grüne,
Victoria Broßart,instagram,gruenevictoria,https://www.instagram.com/gruenevictoria/,MdB,Grüne,144
Maik Brückner,x,maikbrue,https://x.com/maikbrue,MdB,Linke,
Maik Brückner,instagram,maikbrueckner,https://www.instagram.com/maikbrueckner,MdB,Linke,2806
Maik Brückner,tiktok,@maikbrueckner,https://www.tiktok.com/@maikbrueckner,MdB,Linke,
Agnieszka Brugger,x,agnieszka_mdb,https://x.com/agnieszka_mdb,MdB,Grüne,
Agnieszka Brugger,facebook,agnieszkamdb,https://m.facebook.com/agnieszkamdb,MdB,Grüne,
Agnieszka Brugger,instagram,agnieszka_mdb,https://www.instagram.com/agnieszka_mdb,MdB,Grüne,720
Agnieszka Brugger,youtube,AgnieszkaMalczak,www.youtube.com/user/AgnieszkaMalczak,MdB,Grüne,
Benedikt Büdenbender,facebook,benedikt.budenbender.7,https://m.facebook.com/benedikt.budenbender.7,MdB,CDU,
Benedikt Büdenbender,instagram,benedikt.buedenbender,https://www.instagram.com/benedikt.buedenbender,MdB,CDU,3153
Marcus Bühl,x,Marcus_Buehl,https://x.com/Marcus_Buehl,MdB,AfD,
Marcus Bühl,facebook,marcus.buehl.afd,https://m.facebook.com/marcus.buehl.afd,MdB,AfD,
Clara Bünger,facebook,ClaraBuenger,https://m.facebook.com/ClaraBuenger,MdB,Linke,
Clara Bünger,instagram,clara.buenger,https://www.instagram.com/clara.buenger,MdB,Linke,723
Clara Bünger,tiktok,@clara_buenger,https://www.tiktok.com/@clara_buenger,MdB,Linke,
Clara Bünger,youtube,@clara_buenger,https://www.youtube.com/@clara_buenger,MdB,Linke,
Yannick Bury,facebook,yannick.bury.cdu,https://m.facebook.com/yannick.bury.cdu,MdB,CDU,
Yannick Bury,instagram,yannickbury,https://www.instagram.com/yannickbury/,MdB,CDU,465
Isabel Cademartori,x,isacademartori,https://x.com/isacademartori?s=20,MdB,SPD,
Isabel Cademartori,facebook,isabel.cademartori,https://m.facebook.com/isabel.cademartori/,MdB,SPD,
Isabel Cademartori,instagram,isacademartori,https://www.instagram.com/isacademartori,MdB,SPD,726
Sandra Carstensen,facebook,sandra.carstensen.cdu,https://m.facebook.com/sandra.carstensen.cdu,MdB,CDU,
Sandra Carstensen,instagram,sandra.carstensen.cdu,https://www.instagram.com/sandra.carstensen.cdu/,MdB,CDU,2785
Sandra Carstensen,youtube,@Sandra-Carstensen,https://www.youtube.com/@Sandra-Carstensen,MdB,CDU,
Lars Castellucci,x,larscastellucci,https://x.com/larscastellucci,MdB,SPD,
Lars Castellucci,facebook,larscastellucci,https://m.facebook.com/larscastellucci,MdB,SPD,
Lars Castellucci,instagram,larscastellucci,https://www.instagram.com/larscastellucci,MdB,SPD,521
Jörg Cezanne,x,joergcezanne,https://x.com/joergcezanne,MdB,Linke,
Jörg Cezanne,facebook,joergcezanne,https://m.facebook.com/joergcezanne,MdB,Linke,
Jörg Cezanne,instagram,joergcezanne,https://www.instagram.com/joergcezanne,MdB,Linke,2817
Jörg Cezanne,tiktok,@joergcezanne,https://www.tiktok.com/@joergcezanne,MdB,Linke,
Tino Chrupalla,x,Tino_Chrupalla,https://x.com/Tino_Chrupalla?mx=2,MdB,AfD,
Tino Chrupalla,facebook,TinoAfD,m.facebook.com/TinoAfD,MdB,AfD,
Tino Chrupalla,instagram,chrupallatino,https://www.instagram.com/chrupallatino/,MdB,AfD,3125
Tino Chrupalla,youtube,featured,https://www.youtube.com/channel/UCwIR8kWUK-xp2Lu_zWsxFdQ/featured,MdB,AfD,
Gitta Connemann,x,gitta_connemann,https://x.com/gitta_connemann,MdB,CDU,
Gitta Connemann,facebook,GittaConnemann,https://m.facebook.com/GittaConnemann,MdB,CDU,
Gitta Connemann,instagram,gittaconnemann,https://www.instagram.com/gittaconnemann,MdB,CDU,728
Gitta Connemann,youtube,GittaConnemann,www.youtube.com/user/GittaConnemann,MdB,CDU,
Agnes Conrad,instagram,agnesconrad93,https://www.instagram.com/agnesconrad93,MdB,Linke,
Jürgen Coße,x,juergencosse,https://x.com/juergencosse,MdB,SPD,
Jürgen Coße,facebook,juergencosse,https://m.facebook.com/juergencosse,MdB,SPD,
Jürgen Coße,instagram,juergencosse,https://www.instagram.com/juergencosse,MdB,SPD,729
Gottfried Curio,x,GottfriedCurio,https://x.com/GottfriedCurio,MdB,AfD,
Gottfried Curio,facebook,GottfriedCurio.AfD,https://m.facebook.com/GottfriedCurio.AfD,MdB,AfD,
Gottfried Curio,youtube,@dr.gottfriedcurio,https://www.youtube.com/@dr.gottfriedcurio,MdB,AfD,
Wolfgang Dahler,facebook,wdahler,https://m.facebook.com/wdahler/,MdB,CDU,
Wolfgang Dahler,instagram,wolfgang_dahler,https://www.instagram.com/wolfgang_dahler/,MdB,CDU,349
Janosch Dahmen,x,janoschdahmen,https://x.com/janoschdahmen,MdB,Grüne,
Janosch Dahmen,facebook,janoschdahmen,https://m.facebook.com/janoschdahmen,MdB,Grüne,
Janosch Dahmen,instagram,janosch.dahmen,https://www.instagram.com/janosch.dahmen,MdB,Grüne,
Christoph de Vries,x,vrieschristoph,https://x.com/vrieschristoph,MdB,CDU,
Christoph de Vries,facebook,christoph.devries,https://m.facebook.com/christoph.devries,MdB,CDU,
Christoph de Vries,instagram,christoph.devries.mdb,https://www.instagram.com/christoph.devries.mdb,MdB,CDU,1032
Christoph de Vries,youtube,@ChristophdeVries,https://www.youtube.com/@ChristophdeVries,MdB,CDU,
Hakan Demir,x,HakanDemirNK,https://twitter.com/HakanDemirNK,MdB,SPD,
Hakan Demir,facebook,HakanDemirNK,https://m.facebook.com/HakanDemirNK/,MdB,SPD,
Hakan Demir,instagram,hakandemirnk,https://www.instagram.com/hakandemirnk,MdB,SPD,736
Ellen Demuth,x,EllenDemuth,https://x.com/EllenDemuth,MdB,CDU,
