name,channel,handle,url,category,label,rank
Sat.1 Bayern,x,sat1bayern,https://x.com/sat1bayern,News,Rundfunksender,
Sat.1 Bayern,facebook,sat1bayern,https://www.facebook.com/sat1bayern,News,Rundfunksender,
Sat.1 Bayern,instagram,sat1bayern,https://www.instagram.com/sat1bayern/,News,Rundfunksender,
SAT.1 emotions,facebook,SAT1emotions,https://www.facebook.com/SAT1emotions/,News,Rundfunksender,2047
SAT.1 Gold,x,sat1_gold,https://x.com/sat1_gold,News,Rundfunksender,
SAT.1 Gold,facebook,SAT1Gold,https://www.facebook.com/SAT1Gold/,News,Rundfunksender,1960
Sat.1 NRW,x,sat1nrw,https://x.com/sat1nrw,News,Rundfunksender,
Sat.1 NRW,facebook,sat1nrw,https://www.facebook.com/sat1nrw,News,Rundfunksender,54
Sat.1 NRW,instagram,sat1nrw,https://www.instagram.com/sat1nrw/,News,Rundfunksender,
Sat.1 Regional,x,sat1regional,https://x.com/sat1regional,News,Rundfunksender,
Sat.1 Regional,instagram,sat1regional,https://www.instagram.com/sat1regional/,News,Rundfunksender,
Schlager Radio - Das Schlager Radio,x,SchlagerRadio,https://x.com/SchlagerRadio,News,Rundfunksender,
Schlager Radio - Das Schlager Radio,facebook,SchlagerRadio,https://www.facebook.com/SchlagerRadio,News,Rundfunksender,2742
Schlager Radio - Das Schlager Radio,instagram,schlager.radio,https://www.instagram.com/schlager.radio,News,Rundfunksender,
SchlagerPlanet Radio (Sachsen),facebook,schlagerplanetradio,https://www.facebook.com/schlagerplanetradio,News,Rundfunksender,
SchlagerPlanet Radio (Sachsen),instagram,schlagerplanetradio,https://www.instagram.com/schlagerplanetradio/,News,Rundfunksender,
schoenstatt-tv,facebook,Schoenstatt-tv-624881440904667,https://www.facebook.com/Schoenstatt-tv-624881440904667,News,Rundfunksender,
SchwarzRotGold TV,x,SchwaRoGoTv,https://x.com/SchwaRoGoTv,News,Rundfunksender,
SchwarzRotGold TV,facebook,SchwaRoGoTV,https://www.facebook.com/SchwaRoGoTV,News,Rundfunksender,2747
Schweinfurter Rundfunk ,facebook,RadioHashtagPlus,https://www.facebook.com/RadioHashtagPlus,News,Rundfunksender,2233
Schweinfurter Rundfunk ,instagram,radio_hashtagplus,https://www.instagram.com/radio_hashtagplus/,News,Rundfunksender,
SecondRadio,x,secondradio,https://x.com/secondradio,News,Rundfunksender,
SecondRadio,facebook,SecondRadio,https://www.facebook.com/SecondRadio/,News,Rundfunksender,1908
SecondRadio,instagram,secondradio_sachsen,https://www.instagram.com/secondradio_sachsen/,News,Rundfunksender,
seenluft24,x,seenluft24,https://x.com/seenluft24,News,Rundfunksender,
seenluft24,facebook,seenluft24,https://www.facebook.com/seenluft24,News,Rundfunksender,856
seenluft24,instagram,seenluft24,https://www.instagram.com/seenluft24/,News,Rundfunksender,
ServusTV Deutschland,facebook,ServusTV,https://www.facebook.com/ServusTV,News,Rundfunksender,53
ServusTV Deutschland,instagram,servustv,https://www.instagram.com/servustv/,News,Rundfunksender,
Shop24Direct,facebook,Shop24Direct-108636894614379,https://www.facebook.com/Shop24Direct-108636894614379,News,Rundfunksender,
Silverline Movie Channel,facebook,SilverlineTV,https://www.facebook.com/SilverlineTV,News,Rundfunksender,
Silverline Movie Channel,instagram,silverlinetv,https://www.instagram.com/silverlinetv/,News,Rundfunksender,
sissorstream,x,Sissorstream,https://x.com/Sissorstream,News,Rundfunksender,
sissorstream,facebook,Sissorstream,https://www.facebook.com/Sissorstream,News,Rundfunksender,2749
sissorstream,instagram,sissorstream,https://www.instagram.com/sissorstream/,News,Rundfunksender,
sixx,x,sixxtv,https://x.com/sixxtv,News,Rundfunksender,
sixx,facebook,sixxTV,https://www.facebook.com/sixxTV/,News,Rundfunksender,1804
sixx,instagram,sixxtv,https://www.instagram.com/sixxtv/,News,Rundfunksender,
SKB Stadtfernsehen Brandenburg,x,skb_tv,https://x.com/skb_tv,News,Rundfunksender,
SKB Stadtfernsehen Brandenburg,facebook,SKB.BRANDENBURG,https://www.facebook.com/SKB.BRANDENBURG,News,Rundfunksender,2746
Sky Comedy,x,SkyComedy,https://x.com/SkyComedy,News,Rundfunksender,
Sky News,x,SkyNews,https://x.com/SkyNews,News,Rundfunksender,
Sky News,facebook,skynews,https://www.facebook.com/skynews,News,Rundfunksender,1711
Sky News,instagram,skynews,https://www.instagram.com/skynews/,News,Rundfunksender,
Sky Sport 1 - 10 / Sub Channel Sky Sport (temp. Feed),x,skysportde,https://x.com/skysportde,News,Rundfunksender,
Sky Sport 1 - 10 / Sub Channel Sky Sport (temp. Feed),facebook,SkySportDE,https://www.facebook.com/SkySportDE,News,Rundfunksender,114
Sky Sport 1 - 10 / Sub Channel Sky Sport (temp. Feed),instagram,skysportde,https://www.instagram.com/skysportde/,News,Rundfunksender,
Sky Sport F1,x,SkySportsF1,https://x.com/SkySportsF1,News,Rundfunksender,
Sky Sport F1,facebook,SkySportF1,https://www.facebook.com/SkySportF1,News,Rundfunksender,2134
Sky Sport F1,instagram,skysportformel1,https://www.instagram.com/skysportformel1/,News,Rundfunksender,
Sky Sport Golf,x,SkySportsGolf,https://x.com/SkySportsGolf,News,Rundfunksender,
Sky Sport Golf,facebook,SkySportsGolf,https://www.facebook.com/SkySportsGolf,News,Rundfunksender,2830
Sky Sport Golf,instagram,skysportsgolf,https://www.instagram.com/skysportsgolf/,News,Rundfunksender,
Sky Sport News,x,skysportnewshd,https://x.com/skysportnewshd,News,Rundfunksender,
Sky Sport News,facebook,Skysportnews,https://www.facebook.com/Skysportnews,News,Rundfunksender,124
Sky Sport Premier League,x,SkySportsPL,https://x.com/SkySportsPL,News,Rundfunksender,
Sky Sport Tennis,x,SkySportsTennis,https://x.com/SkySportsTennis,News,Rundfunksender,
Sky.de,x,SkyDeutschland,https://x.com/SkyDeutschland,News,Rundfunksender,
Sky.de,facebook,SkyDeutschland,https://www.facebook.com/SkyDeutschland,News,Rundfunksender,2832
Sky.de,instagram,skydeutschland,https://www.instagram.com/skydeutschland/,News,Rundfunksender,
SlethZockt,x,SlethZockt,https://x.com/SlethZockt,News,Rundfunksender,
SlethZockt,instagram,slethzockt,https://www.instagram.com/slethzockt,News,Rundfunksender,
sonnenklar.TV,x,sonnenklar_TV_,https://x.com/sonnenklar_TV_,News,Rundfunksender,
sonnenklar.TV,facebook,sonnenklar.TV,https://www.facebook.com/sonnenklar.TV/,News,Rundfunksender,2752
sonnenklar.TV,instagram,sonnenklartv,https://www.instagram.com/sonnenklartv/,News,Rundfunksender,
SONY CHANNEL,facebook,sonychannel.de,https://www.facebook.com/sonychannel.de,News,Rundfunksender,
Sophia TV,facebook,sophiakindertv,https://www.facebook.com/sophiakindertv/,News,Rundfunksender,
souvenirs from earth,x,SFETV,https://x.com/SFETV,News,Rundfunksender,
souvenirs from earth,facebook,sfetv,https://www.facebook.com/sfetv/,News,Rundfunksender,2748
souvenirs from earth,instagram,souvenirsfromearthtv,https://www.instagram.com/souvenirsfromearthtv/,News,Rundfunksender,
SPIEGEL Geschichte,facebook,SpiegelGeschichte,https://www.facebook.com/SpiegelGeschichte,News,Rundfunksender,
SPORT1,x,sport1,https://x.com/sport1,News,Rundfunksender,
SPORT1,facebook,SPORT1News,https://www.facebook.com/SPORT1News/,News,Rundfunksender,132
SPORT1,instagram,sport1news,https://www.instagram.com/sport1news/,News,Rundfunksender,
Sportdeutschland.TV,x,sportde_tv,https://x.com/sportde_tv,News,Rundfunksender,
Sportdeutschland.TV,facebook,Sportdeutschland.TV,https://www.facebook.com/Sportdeutschland.TV/,News,Rundfunksender,
Sportdeutschland.TV,instagram,sportdeutschland.tv,https://www.instagram.com/sportdeutschland.tv/,News,Rundfunksender,
SPORTDIGITAL FUSSBALL,x,sportdigital,https://x.com/sportdigital,News,Rundfunksender,
SPORTDIGITAL FUSSBALL,facebook,sportdigitalfussball,https://www.facebook.com/sportdigitalfussball,News,Rundfunksender,2831
SPORTDIGITAL FUSSBALL,instagram,sportdigitalfussball,https://www.instagram.com/sportdigitalfussball/,News,Rundfunksender,
sporttotal.tv,x,sporttotal_tv,https://x.com/sporttotal_tv,News,Rundfunksender,
sporttotal.tv,facebook,sporttotal.tv,https://www.facebook.com/sporttotal.tv,News,Rundfunksender,2750
sporttotal.tv,instagram,sporttotal.tv,https://www.instagram.com/sporttotal.tv/,News,Rundfunksender,
SPOX.com,x,spox,https://x.com/spox,News,Rundfunksender,
SPOX.com,facebook,SPOXcom,https://www.facebook.com/SPOXcom/,News,Rundfunksender,2833
SPOX.com,instagram,spox.com,https://www.instagram.com/spox.com/,News,Rundfunksender,
sprade.tv,x,SpradeTV,https://x.com/SpradeTV,News,Rundfunksender,
sprade.tv,facebook,sprade.tv,https://www.facebook.com/sprade.tv,News,Rundfunksender,359
sprade.tv,instagram,spradetv,https://www.instagram.com/spradetv/,News,Rundfunksender,
SR 2 KulturRadio,facebook,SR2.de,https://www.facebook.com/SR2.de,News,Rundfunksender,
SR 3 Saarlandwelle,x,sr3saarland,https://x.com/sr3saarland,News,Rundfunksender,
SR 3 Saarlandwelle,facebook,Saarlandwelle,https://www.facebook.com/Saarlandwelle/,News,Rundfunksender,726
SR Fernsehen,x,saartext,https://x.com/saartext,News,Rundfunksender,
"SRB FM 105,2",facebook,srb.fm,https://www.facebook.com/srb.fm/,News,Rundfunksender,934
STAR FM Maximum Rock (Berlin),x,STAR_FM,https://x.com/STAR_FM,News,Rundfunksender,
STAR FM Maximum Rock (Berlin),facebook,starfmberlin,https://www.facebook.com/starfmberlin,News,Rundfunksender,
STAR FM Maximum Rock (Berlin),instagram,starfmberlin,https://www.instagram.com/starfmberlin/,News,Rundfunksender,
STAR*SAT RADIO,facebook,Original-STAR-SAT-RADIO-129588540564702,https://www.facebook.com/Original-STAR-SAT-RADIO-129588540564702/,News,Rundfunksender,
Stingray Classica,facebook,StingrayClassica,https://www.facebook.com/StingrayClassica,News,Rundfunksender,
Stingray Djazz,facebook,StingrayDJAZZ,https://www.facebook.com/StingrayDJAZZ,News,Rundfunksender,
Stingray Naturescape,facebook,stingraynaturescape,https://www.facebook.com/stingraynaturescape,News,Rundfunksender,
Stingray Qello,facebook,qelloconcerts,https://www.facebook.com/qelloconcerts,News,Rundfunksender,2708
Stralsund TV,facebook,stralsundtv,https://www.facebook.com/stralsundtv,News,Rundfunksender,2125
Stralsund TV,instagram,stralsundtv,https://www.instagram.com/stralsundtv/,News,Rundfunksender,
Strausberg.TV,x,StrausbergTV,https://x.com/StrausbergTV,News,Rundfunksender,
Strausberg.TV,facebook,strausberg.tv,https://www.facebook.com/strausberg.tv,News,Rundfunksender,
Strehla-TV,facebook,meineHeimatmeinFernsehen,https://www.facebook.com/meineHeimatmeinFernsehen/,News,Rundfunksender,1953
Strehla-TV,instagram,strehla_tv,https://www.instagram.com/strehla_tv/,News,Rundfunksender,
Studio 47,x,studio47live,https://x.com/studio47live,News,Rundfunksender,
Studio 47,facebook,s47.duisburg,https://www.facebook.com/s47.duisburg/,News,Rundfunksender,
Studio 47,instagram,studio47live,https://www.instagram.com/studio47live/,News,Rundfunksender,
sunshine live,x,sunshinelive,https://x.com/sunshinelive,News,Rundfunksender,
sunshine live,facebook,radiosunshinelive,https://www.facebook.com/radiosunshinelive/,News,Rundfunksender,2224
sunshine live,instagram,radiosunshinelive,https://www.instagram.com/radiosunshinelive/,News,Rundfunksender,
SUNSHINE LIVE,x,sunshinelive,https://x.com/sunshinelive,News,Rundfunksender,
SUNSHINE LIVE,facebook,radiosunshinelive,https://www.facebook.com/radiosunshinelive/,News,Rundfunksender,2224
SUNSHINE LIVE,instagram,radiosunshinelive,https://www.instagram.com/radiosunshinelive/,News,Rundfunksender,
SUPER RTL,x,superrtl,https://x.com/superrtl,News,Rundfunksender,
SUPER RTL,facebook,SUPERRTL,https://www.facebook.com/SUPERRTL/,News,Rundfunksender,
SUPER RTL,instagram,superrtl,https://www.instagram.com/superrtl/,News,Rundfunksender,
SWR Aktuell,facebook,SWRAktuell,https://www.facebook.com/SWRAktuell,News,Rundfunksender,172
SWR Aktuell,instagram,swraktuell,https://www.instagram.com/swraktuell/,News,Rundfunksender,52
SWR Fernsehen,facebook,SWRFernsehen,https://www.facebook.com/SWRFernsehen,News,Rundfunksender,
SWR1 Baden-Württemberg,facebook,SWR1BW,https://www.facebook.com/SWR1BW/,News,Rundfunksender,2137
SWR1 Rheinland-Pfalz,facebook,SWR1RP,https://www.facebook.com/SWR1RP/,News,Rundfunksender,
SWR2,x,swr2,https://x.com/swr2,News,Rundfunksender,
SWR2,facebook,SWR2,https://www.facebook.com/SWR2,News,Rundfunksender,
SWR2,instagram,swr2.de,https://www.instagram.com/swr2.de/,News,Rundfunksender,
SWR3,x,swr3,https://x.com/swr3,News,Rundfunksender,
SWR3,facebook,SWR3,https://www.facebook.com/SWR3/,News,Rundfunksender,179
SWR3,instagram,swr3online,https://www.instagram.com/swr3online/,News,Rundfunksender,
SWR4 Baden-Württemberg,facebook,SWR4BW,https://www.facebook.com/SWR4BW/,News,Rundfunksender,
SWR4 Rheinland-Pfalz,facebook,swr4rp,https://www.facebook.com/swr4rp/,News,Rundfunksender,
SYFY,x,syfy,https://x.com/syfy,News,Rundfunksender,
SYFY,facebook,SyfyDE,https://www.facebook.com/SyfyDE/,News,Rundfunksender,
SYFY,instagram,syfyde,https://www.instagram.com/syfyde/,News,Rundfunksender,
Sylt 1,x,sylt1tv,https://x.com/sylt1tv,News,Rundfunksender,
Sylt 1,facebook,sylteins,https://www.facebook.com/sylteins/,News,Rundfunksender,671
Sylt 1,instagram,sylttv,https://www.instagram.com/sylttv/,News,Rundfunksender,
Tag 24 TV,facebook,tag24.deutschland,https://www.facebook.com/tag24.deutschland,News,Rundfunksender,945
Tag 24 TV,instagram,tag24.de,https://www.instagram.com/tag24.de/,News,Rundfunksender,1279
tagesschau24,x,tagesschau24,https://x.com/tagesschau24,News,Rundfunksender,
tagesschau24,instagram,tagesschau_24,https://www.instagram.com/tagesschau_24/,News,Rundfunksender,
Tele 5,x,tele5,https://x.com/tele5,News,Rundfunksender,
Tele 5,facebook,tele5.de,https://www.facebook.com/tele5.de,News,Rundfunksender,1885
Tele 5,instagram,tele5.de,https://www.instagram.com/tele5.de/,News,Rundfunksender,
Teledom,instagram,teledom.tv,https://www.instagram.com/teledom.tv/,News,Rundfunksender,
teltOwkanal,x,telt0wkanal,https://x.com/telt0wkanal,News,Rundfunksender,
teltOwkanal,facebook,teltOwkanal,https://www.facebook.com/teltOwkanal/,News,Rundfunksender,1803
TGRT EU,x,tgrteutv,https://x.com/tgrteutv,News,Rundfunksender,
TGRT EU,facebook,tgrteutv,https://www.facebook.com/tgrteutv,News,Rundfunksender,
TGRT EU,instagram,tgrteutv,https://www.instagram.com/tgrteutv/,News,Rundfunksender,
The History Channel,facebook,HISTORYdeutschland,https://www.facebook.com/HISTORYdeutschland/,News,Rundfunksender,136
The History Channel,instagram,history_de,https://www.instagram.com/history_de/,News,Rundfunksender,
TIMM-TV,facebook,TIMMtvde,https://www.facebook.com/TIMMtvde,News,Rundfunksender,2058
TIMM-TV,instagram,timm_tvde,https://www.instagram.com/timm_tvde/,News,Rundfunksender,
TLC,x,tlcde,https://x.com/tlcde,News,Rundfunksender,
TLC,facebook,TLCde,https://www.facebook.com/TLCde/,News,Rundfunksender,335
TLC,instagram,tlc_de,https://www.instagram.com/tlc_de/,News,Rundfunksender,
TOP 100 Station,x,top100station,https://x.com/top100station,News,Rundfunksender,
TOP 100 Station,facebook,www.top100station.de,https://www.facebook.com/www.top100station.de/,News,Rundfunksender,
TOP 100 Station,instagram,top100station_official,https://www.instagram.com/top100station_official/,News,Rundfunksender,
Torgau-TV,x,torgautv,https://x.com/torgautv,News,Rundfunksender,
Torgau-TV,facebook,TORGAUTV,https://www.facebook.com/TORGAUTV/,News,Rundfunksender,2135
Torgau-TV,instagram,torgautv,https://www.instagram.com/torgautv/,News,Rundfunksender,
TSD-TV,instagram,tsd_tv,https://www.instagram.com/tsd_tv/,News,Rundfunksender,
TV Halle,x,TVHalle,https://x.com/TVHalle,News,Rundfunksender,
TV Halle,facebook,tvhalle,https://www.facebook.com/tvhalle,News,Rundfunksender,2775
TV Halle,instagram,tv_halle,https://www.instagram.com/tv_halle/,News,Rundfunksender,
tv mittelrhein,x,tv_mittelrhein,https://x.com/tv_mittelrhein,News,Rundfunksender,
tv mittelrhein,facebook,tvmittelrhein,https://www.facebook.com/tvmittelrhein/,News,Rundfunksender,2065
tv mittelrhein,instagram,tvmittelrhein,https://www.instagram.com/tvmittelrhein/,News,Rundfunksender,
TV Westsachsen,x,tv_westsachsen,https://x.com/tv_westsachsen,News,Rundfunksender,
TV Westsachsen,facebook,tvwestsachsen,https://www.facebook.com/tvwestsachsen,News,Rundfunksender,1994
TV Westsachsen,instagram,tv_westsachsen,https://www.instagram.com/tv_westsachsen/,News,Rundfunksender,
tv.berlin,x,tvberlin,https://x.com/tvberlin,News,Rundfunksender,
tv.berlin,facebook,tv.berlin,https://www.facebook.com/tv.berlin/,News,Rundfunksender,2092
tv.berlin,instagram,tv.berlin_,https://www.instagram.com/tv.berlin_/,News,Rundfunksender,
tv.rostock,facebook,tv.rostock,https://www.facebook.com/tv.rostock/,News,Rundfunksender,2121
tv.rostock,instagram,tv.rostock,https://www.instagram.com/tv.rostock/,News,Rundfunksender,
TV:SCHWERIN,x,TVSchwerinkanal,https://x.com/TVSchwerinkanal,News,Rundfunksender,
TV:SCHWERIN,facebook,TV-Schwerin-283861781673923,https://www.facebook.com/TV-Schwerin-283861781673923,News,Rundfunksender,
TV:SCHWERIN,instagram,tv_schwerin,https://www.instagram.com/tv_schwerin/,News,Rundfunksender,
tvM Meissen Fernsehen,facebook,meissen.fernsehen,https://www.facebook.com/meissen.fernsehen,News,Rundfunksender,2845
UM.tv - Fernsehen aus Uckermark und Mecklenburg-Vorpommern (Mecklenburg-Vorpommern),facebook,UckermarkTV,https://www.facebook.com/UckermarkTV/,News,Rundfunksender,
UM.tv - Fernsehen aus Uckermark und Mecklenburg-Vorpommern (Mecklenburg-Vorpommern),instagram,um.tvfernsehen,https://www.instagram.com/um.tvfernsehen/,News,Rundfunksender,
Universal TV,x,universaltvDE,https://x.com/universaltvDE,News,Rundfunksender,
Universal TV,facebook,UniversalTVDE,https://www.facebook.com/UniversalTVDE,News,Rundfunksender,1898
Universal TV,instagram,universaltvde,https://www.instagram.com/universaltvde/,News,Rundfunksender,
UnserDing,x,unserding,https://x.com/unserding,News,Rundfunksender,
UnserDing,facebook,unserding,https://www.facebook.com/unserding,News,Rundfunksender,
UnserDing,instagram,unserding,https://www.instagram.com/unserding/,News,Rundfunksender,
USEDOM TV,facebook,usedomtv,https://www.facebook.com/usedomtv/,News,Rundfunksender,2774
USEDOM TV,instagram,usedomtv,https://www.instagram.com/usedomtv/,News,Rundfunksender,
VLN TV,facebook,vln.de,https://www.facebook.com/vln.de,News,Rundfunksender,413
VMD.TV,x,VMDTVSachsen,https://x.com/VMDTVSachsen,News,Rundfunksender,
VMD.TV,facebook,VMDGroup1,https://www.facebook.com/VMDGroup1,News,Rundfunksender,1891
VOGTLAND RADIO,x,vogtlandradio,https://x.com/vogtlandradio,News,Rundfunksender,
VOGTLAND RADIO,facebook,vogtlandradio,https://www.facebook.com/vogtlandradio,News,Rundfunksender,1812
VOGTLAND RADIO,instagram,vogtlandradio,https://www.instagram.com/vogtlandradio/,News,Rundfunksender,
VOX,x,voxde,https://x.com/voxde,News,Rundfunksender,
VOX,facebook,VOX.Fernsehen,https://www.facebook.com/VOX.Fernsehen/,News,Rundfunksender,2960
VOX,instagram,vox,https://www.instagram.com/vox/,News,Rundfunksender,
Warner TV Film,x,WarnerBrosTVDE,https://x.com/WarnerBrosTVDE,News,Rundfunksender,
Warner TV Film,facebook,Warnertvde,https://www.facebook.com/Warnertvde,News,Rundfunksender,2120
Warner TV Film,instagram,warnertvde,https://www.instagram.com/warnertvde/,News,Rundfunksender,
"Wartburg-Radio 96,5",facebook,Wartburg.Radio.96.5,https://www.facebook.com/Wartburg.Radio.96.5/,News,Rundfunksender,880
WDR 2,x,wdr2,https://x.com/wdr2,News,Rundfunksender,
WDR 2,facebook,wdr2,https://www.facebook.com/wdr2/,News,Rundfunksender,2067
WDR 2,instagram,wdr2,https://www.instagram.com/wdr2/,News,Rundfunksender,
WDR 3,facebook,wdr3,https://www.facebook.com/wdr3/,News,Rundfunksender,193
WDR 4,facebook,wdr4,https://www.facebook.com/wdr4/,News,Rundfunksender,2836
WDR 5,x,wdr5,https://x.com/wdr5,News,Rundfunksender,
WDR 5,facebook,wdr5,https://www.facebook.com/wdr5/,News,Rundfunksender,
WDR 5,instagram,wdr5politisch,https://www.instagram.com/wdr5politisch/,News,Rundfunksender,
WDR Fernsehen,x,wdr,https://x.com/wdr,News,Rundfunksender,
WDR Fernsehen,facebook,WDR,https://www.facebook.com/WDR/,News,Rundfunksender,63
WDR Fernsehen,instagram,wdr,https://www.instagram.com/wdr/,News,Rundfunksender,
Welle Niederrhein,x,wniederrhein,https://x.com/wniederrhein,News,Rundfunksender,
Welle Niederrhein,facebook,Welle.Niederrhein,https://www.facebook.com/Welle.Niederrhein/,News,Rundfunksender,1904
Welle Niederrhein,instagram,welleniederrhein,https://www.instagram.com/welleniederrhein/,News,Rundfunksender,
WELT,x,welt,https://x.com/welt,News,Rundfunksender,
WELT,facebook,welt,https://www.facebook.com/welt,News,Rundfunksender,52
WELT,instagram,welt,https://www.instagram.com/welt/,News,Rundfunksender,30
Welt der Wunder,x,weltderwunder,https://x.com/weltderwunder,News,Rundfunksender,
Welt der Wunder,facebook,weltderwunder,https://www.facebook.com/weltderwunder,News,Rundfunksender,2057
Welt der Wunder,instagram,weltderwunder_official,https://www.instagram.com/weltderwunder_official/,News,Rundfunksender,
Wismar TV,facebook,WismarTV,https://www.facebook.com/WismarTV,News,Rundfunksender,1807
Wismar TV,instagram,wismar_tv,https://www.instagram.com/wismar_tv/,News,Rundfunksender,
wwTV,facebook,westerwaldtv,https://www.facebook.com/westerwaldtv,News,Rundfunksender,1991
wwTV,instagram,westerwaldwied_tv,https://www.instagram.com/westerwaldwied_tv/,News,Rundfunksender,
YOL TV,x,YolTV,https://x.com/YolTV,News,Rundfunksender,
YOL TV,facebook,yoltelevizyonu,https://www.facebook.com/yoltelevizyonu,News,Rundfunksender,2755
YOL TV,instagram,yoltv,https://www.instagram.com/yoltv/,News,Rundfunksender,
YOU FM,x,YOUFM,https://x.com/YOUFM,News,Rundfunksender,
YOU FM,facebook,youfm,https://www.facebook.com/youfm,News,Rundfunksender,1901
YOU FM,instagram,youfm,https://www.instagram.com/youfm/,News,Rundfunksender,
ZDF,x,zdf,https://x.com/zdf,News,Rundfunksender,
ZDF,facebook,ZDF,https://www.facebook.com/ZDF/,News,Rundfunksender,2082
ZDFinfo,x,zdfinfo,https://x.com/zdfinfo,News,Rundfunksender,
ZDFinfo,facebook,ZDFinfo,https://www.facebook.com/ZDFinfo/,News,Rundfunksender,1044
ZDFinfo,instagram,zdfinfo,https://www.instagram.com/zdfinfo/,News,Rundfunksender,11
ZDFneo,x,zdfneo,https://x.com/zdfneo,News,Rundfunksender,
ZDFneo,facebook,ZDFneo,https://www.facebook.com/ZDFneo/,News,Rundfunksender,2773
ZDFneo,instagram,zdfneo,https://www.instagram.com/zdfneo/,News,Rundfunksender,
ZOUND1 MAX,facebook,zound1max,https://www.facebook.com/zound1max,News,Rundfunksender,1900
ZOUND1 MAX,instagram,zound1max,https://www.instagram.com/zound1max/,News,Rundfunksender,
ZOUND1 MIX,facebook,zound1mix,https://www.facebook.com/zound1mix,News,Rundfunksender,2756
ZOUND1 MIX,instagram,zound1mix,https://www.instagram.com/zound1mix/,News,Rundfunksender,
:newstime,facebook,newstime,https://www.facebook.com/newstime,News,Nachrichtenprogramm,188
:newstime,instagram,newstime.digital,https://www.instagram.com/newstime.digital/,News,Nachrichtenprogramm,
:newstime,tiktok,@newstime.digital,https://www.tiktok.com/@newstime.digital,News,Nachrichtenprogramm,
Anne Will Talkshow,x,annewilltalk,https://x.com/annewilltalk,News,Nachrichtenprogramm,
ARD Weltspiegel ,facebook,Weltspiegel,https://www.facebook.com/Weltspiegel,News,Nachrichtenprogramm,108
ARD Weltspiegel ,instagram,weltspiegel,https://www.instagram.com/weltspiegel,News,Nachrichtenprogramm,34
ARD Weltspiegel ,tiktok,@weltspiegel,https://www.tiktok.com/@weltspiegel,News,Nachrichtenprogramm,
ARD-Mittagsmagazin,x,mittagsmagazin,https://x.com/mittagsmagazin,News,Nachrichtenprogramm,
Arte Journal,x,ARTEjournal,https://x.com/ARTEjournal,News,Nachrichtenprogramm,
Bericht aus Berlin,x,ARD_BaB,https://x.com/ARD_BaB,News,Nachrichtenprogramm,
Bericht aus Berlin,facebook,berichtausberlin,https://www.facebook.com/berichtausberlin,News,Nachrichtenprogramm,147
Bericht aus Berlin,instagram,bericht.aus.berlin,https://www.instagram.com/bericht.aus.berlin,News,Nachrichtenprogramm,
Berlin direkt ,x,berlindirekt,https://x.com/berlindirekt,News,Nachrichtenprogramm,
BR24,x,br24,https://x.com/br24,News,Nachrichtenprogramm,
BR24,facebook,BR24,https://www.facebook.com/BR24,News,Nachrichtenprogramm,161
BR24,instagram,br24,https://www.instagram.com/br24/,News,Nachrichtenprogramm,62
BR24,tiktok,@br24,https://www.tiktok.com/@br24,News,Nachrichtenprogramm,
Caren Miosga Talkshow,x,CarenMiosgaTalk,https://x.com/CarenMiosgaTalk,News,Nachrichtenprogramm,
Caren Miosga Talkshow,instagram,carenmiosgatalk,https://www.instagram.com/carenmiosgatalk/,News,Nachrichtenprogramm,
Deutschlandfunk (Nachrichten),x,dlfnachrichten,https://x.com/dlfnachrichten,News,Nachrichtenprogramm,
Deutschlandfunk (Nachrichten),instagram,nachrichtenleicht,https://www.instagram.com/nachrichtenleicht/,News,Nachrichtenprogramm,379
DW News,x,dwnews,https://x.com/dwnews,News,Nachrichtenprogramm,
DW News,facebook,deutschewellenews,https://www.facebook.com/deutschewellenews,News,Nachrichtenprogramm,1151
DW News,instagram,dwnews,https://www.instagram.com/dwnews/,News,Nachrichtenprogramm,1148
DW News,tiktok,@dwnews,https://www.tiktok.com/@dwnews,News,Nachrichtenprogramm,
Fakt ,facebook,mdrinvestigativ,https://www.facebook.com/mdrinvestigativ,News,Nachrichtenprogramm,1177
Frontal ,x,ZDFfrontal,https://x.com/ZDFfrontal,News,Nachrichtenprogramm,
Frontal ,facebook,ZDFfrontal,https://www.facebook.com/ZDFfrontal,News,Nachrichtenprogramm,2753
Hart aber fair ,x,hartaberfair,https://x.com/hartaberfair,News,Nachrichtenprogramm,
Hart aber fair ,facebook,hartaberfairARD,https://www.facebook.com/hartaberfairARD,News,Nachrichtenprogramm,
Hessenschau,x,hessenschau,https://x.com/hessenschau,News,Nachrichtenprogramm,
Hessenschau,facebook,Hessenschau,https://www.facebook.com/Hessenschau,News,Nachrichtenprogramm,159
Hessenschau,instagram,hessenschau,https://www.instagram.com/hessenschau/,News,Nachrichtenprogramm,37
heute im ZDF (19 Uhr),x,ZDFheute,https://x.com/ZDFheute,News,Nachrichtenprogramm,
heute im ZDF (19 Uhr),facebook,ZDFheute,https://www.facebook.com/ZDFheute,News,Nachrichtenprogramm,90
heute im ZDF (19 Uhr),instagram,zdfheute,https://www.instagram.com/zdfheute/,News,Nachrichtenprogramm,9
heute im ZDF (19 Uhr),tiktok,@zdfheute,https://www.tiktok.com/@zdfheute,News,Nachrichtenprogramm,
heute-journal im ZDF (21:45 Uhr),x,heutejournal,https://x.com/heutejournal,News,Nachrichtenprogramm,
Kontraste,x,ARDKontraste,https://x.com/ARDKontraste,News,Nachrichtenprogramm,
