Rank,Account Handle,URL
785,Deutschland - ich liebe dich,https://www.facebook.com/379585055899905
786,Sachsen.de,https://www.facebook.com/144999535562856
787,Bayerwald-Bote (Redaktion Zwiesel),https://www.facebook.com/142050502473142
788,NE-WS 89.4: Das Radio im Rhein-Kreis Neuss,https://www.facebook.com/124191824314620
789,Lachen mit der AfD,
790,Franz Branntwein,
791,Pro Gäubahn,
792,Weser-Ith News - www.meine-onlinezeitung.de,https://www.facebook.com/184799034901090
793,Antenne Landau,https://www.facebook.com/129094437150835
794,Böhme-Zeitung,https://www.facebook.com/173960252706586
795,Christina Weng,https://www.facebook.com/568512120016733
796,Faktentreue - Wissen statt Dissen,
797,Fehmarn/Heiligenhafen24,https://www.facebook.com/144425372244471
798,Kreiszeitung Wochenblatt,https://www.facebook.com/127379917362816
799,Linksfraktion Berlin,https://www.facebook.com/132505256799678
800,Sebastian Maack,https://www.facebook.com/162605307795210
801,Stefan Zierke,https://www.facebook.com/234636206679771
802,Volkmar Halbleib,https://www.facebook.com/193362290792379
803,Wolfenbütteler Zeitung,https://www.facebook.com/296522623699370
804,Yannick Bury,https://www.facebook.com/451241478944949
805,Haller Tagblatt - Südwest Presse,https://www.facebook.com/563302083694150
806,Lübecker Nachrichten Herzogtum Lauenburg,https://www.facebook.com/367137883473816
807,Nathanael Liminski,https://www.facebook.com/106601155324146
808,Hilpoltsteiner Kurier,https://www.facebook.com/563822643703653
809,Ludwigsburger Kreiszeitung  |  www.lkz.de,https://www.facebook.com/115477815208298
810,Traunsteiner Tagblatt,https://www.facebook.com/115240865685633
811,Achimer Kreisblatt,https://www.facebook.com/239410962933495
812,FNP - Frankfurter Neue Presse,https://www.facebook.com/115994585097103
813,Marc Schemmel,https://www.facebook.com/144475006285925
814,Meppener Tagespost (noz.de),https://www.facebook.com/186415961439638
815,1 million Palestinian milestones,
816,Halterner Zeitung,https://www.facebook.com/209471192399654
817,Herborner Tageblatt/Dill-Zeitung - mittelhessen.de,https://www.facebook.com/501998483211754
818,Landtagsfraktion BÜNDNIS 90/DIE GRÜNEN Sachsen-Anhalt,https://www.facebook.com/385647154829722
819,OM Online,https://www.facebook.com/180072212029175
820,ED-live Erding Aktuell,https://www.facebook.com/353143718127898
821,Landauer Neue Presse,https://www.facebook.com/142356102447593
822,Erlanger Nachrichten,https://www.facebook.com/198798066991985
823,Hanauer Anzeiger,https://www.facebook.com/401351709956495
824,Eckernförder Zeitung,https://www.facebook.com/279156428824958
825,Rems-Zeitung,https://www.facebook.com/146869215360910
826,Wetzlarer Neue Zeitung - mittelhessen.de,https://www.facebook.com/507700642631913
827,Niederelbe-Zeitung,https://www.facebook.com/117402991618350
828,FAZ.NET - Frankfurter Allgemeine Zeitung,https://www.facebook.com/346392590975
829,Meral Thoms,https://www.facebook.com/105702535034537
830,Nadine Hoffmann AfD MdL,https://www.facebook.com/362038304544972
831,Die Grünen Minden-Lübbecke,https://www.facebook.com/282126681808581
832,Gartenpartei,https://www.facebook.com/155913014603290
833,Geilenkirchener Zeitung,https://www.facebook.com/393738767670853
834,Johanniter-Unfall-Hilfe e.V. Landesverband Niedersachsen/Bremen,https://www.facebook.com/144653225889030
835,Mechthilde Wittmann,https://www.facebook.com/528479290600740
836,Patricia Peill,https://www.facebook.com/153980158359373
837,PornoTiger,
838,Thomas Hölck,https://www.facebook.com/985446058226818
839,Traunreuter Anzeiger,https://www.facebook.com/114190092398643
840,RTL Explosiv,https://www.facebook.com/109554329073084
841,PAZ Peiner Allgemeine Zeitung,https://www.facebook.com/202761866416190
842,ProSieben Stars,
843,EXPRESS NRW,https://www.facebook.com/133641250050126
844,Leverkusener Anzeiger,https://www.facebook.com/112594578797220
845,Osterhofener Zeitung,https://www.facebook.com/132340533472755
846,SZ Döbeln - Döbelner Anzeiger,https://www.facebook.com/322551301200512
847,Suum Cuique,
848,Alexander Engelhard,https://www.facebook.com/107244088251653
849,Altmark Zeitung,https://www.facebook.com/571873756199123
850,Antenne Trier,https://www.facebook.com/120093254722929
851,Gabriela Heinrich,https://www.facebook.com/133430763472093
852,Ministerium für Bildung und Kindertagesförderung Mecklenburg-Vorpommern,https://www.facebook.com/100320228682871
853,Odenwälder Echo,https://www.facebook.com/1469756393307649
854,Schweinfurter Tagblatt,https://www.facebook.com/160828313975922
855,Susanne Müller,https://www.facebook.com/113267573857808
856,seenluft24,https://www.facebook.com/170216939717552
857,Lokalfernsehen JenaTV,https://www.facebook.com/141594809370057
858,Allgäuer Zeitung,https://www.facebook.com/1028982723831740
859,Reichenhaller Tagblatt,https://www.facebook.com/164747007325566
860,Freie Welt,https://www.facebook.com/1066322516735737
861,Delmenews,https://www.facebook.com/507895922606642
862,Onetz Amberg,https://www.facebook.com/598495216876912
863,TAG24 Chemnitz,https://www.facebook.com/435659023238445
864,Güstrow TV,https://www.facebook.com/560248090671903
865,Recklinghäuser Zeitung,https://www.facebook.com/635334569861497
866,Herzeblog.de - Herzebrock-Clarholz,https://www.facebook.com/1455186394778417
867,Bayerisches Staatsministerium für Umwelt und Verbraucherschutz,https://www.facebook.com/142616569135649
868,DIE NECKARQUELLE,https://www.facebook.com/132232176795694
869,Mindelheimer Zeitung,https://www.facebook.com/222891147722466
870,Bundesregierung,https://www.facebook.com/768905426534529
871,Walsroder Zeitung,https://www.facebook.com/120808444289
872,Deggendorfer Zeitung,https://www.facebook.com/143366942343213
873,BNN - Bruchsaler Rundschau - Brettener Nachrichten,
874,Bayerisches Staatsministerium der Finanzen und für Heimat,https://www.facebook.com/438678309526151
875,CDU-Fraktion im Landtag von Sachsen-Anhalt,https://www.facebook.com/468498766534494
876,Fadime Tuncer - Landtagsabgeordnete für den Wahlkreis 39 Weinheim,https://www.facebook.com/111330491216849
877,Martin Matz,https://www.facebook.com/110226984492770
878,SPD Geretsried,
879,Tim Olein,
880,"Wartburg-Radio 96,5",https://www.facebook.com/182827991738108
881,Wilhelm Gebhard MdB,
882,Wolfspädagogik,
883,Donauwörther Zeitung,https://www.facebook.com/219303534859369
884,WLZ / Waldeckische Landeszeitung,https://www.facebook.com/206293576130965
885,Thomas Schnelle,https://www.facebook.com/307278593021308
886,Bayerische Staatszeitung,https://www.facebook.com/574628772599960
887,Ostholsteiner Anzeiger,https://www.facebook.com/231839996848350
888,BNN - Acher- und Bühler Bote,https://www.facebook.com/661926187502317
889,Ankertiere e.V,
890,Barbara Fuchs,https://www.facebook.com/202816910654217
891,Dachauer Nachrichten,https://www.facebook.com/243800215632517
892,Griesheimer Anzeiger,https://www.facebook.com/224659944354866
893,Hamburgische Bürgerschaft,https://www.facebook.com/166084620073109
894,"Meißen - unsere Stadt, Sachsen unsere Region, Deutschland unsere Heimat",
895,Michael Thews - MdB,https://www.facebook.com/702563316515363
896,"Michael Wagner, MdL",https://www.facebook.com/915686932096436
897,"Ministerium für Ernährung, Ländlichen Raum und Verbraucherschutz",https://www.facebook.com/1248706155192370
898,Radio Holiday,https://www.facebook.com/205559756351
899,Recycling Baron,
900,Rheiderland Zeitung,https://www.facebook.com/222067147898197
901,Ruppert Stüwe,https://www.facebook.com/110257067566418
902,"Stephan Stracke, MdB",https://www.facebook.com/249998031779294
903,Universitätsklinikum Würzburg - UKW,
904,Wirtschaftsminister Niedersachsen,
905,BuzzFeed Deutschland,https://www.facebook.com/666255463425866
906,Schwäbische Tuttlingen,https://www.facebook.com/1744718488880260
907,Landsberger Tagblatt,https://www.facebook.com/210231812343359
908,Vilshofener Anzeiger,https://www.facebook.com/134018016632771
909,Deutsche Wirtschafts Nachrichten,https://www.facebook.com/254235937994328
910,Dennis Buchner,https://www.facebook.com/1224169080941050
911,Kathrin Michel,https://www.facebook.com/100486298920315
912,Sören Voigt,https://www.facebook.com/411575186277077
913,Landfunker,https://www.facebook.com/122183421186353
914,Neumarkter Tagblatt,https://www.facebook.com/190743197636122
915,Christoph Schmid,https://www.facebook.com/1397239237183942
916,"Garke wie Gurke, nur mit A anstatt dem U",
917,Zevener Zeitung,https://www.facebook.com/386282121426436
918,Rotenburger Kreiszeitung,https://www.facebook.com/307929592574344
919,Der Untertan,
920,JuLis Rheinland-Pfalz,https://www.facebook.com/148993498457995
921,Ministerium der Finanzen und für Wissenschaft des Saarlandes,https://www.facebook.com/102597038555388
922,Pirna-TV,https://www.facebook.com/171566609540476
923,Reinhold Hilbers,https://www.facebook.com/1424142957641771
924,Roth-Hilpoltsteiner Volkszeitung,https://www.facebook.com/766897070123849
925,Schwäbisches Tagblatt Tübingen,https://www.facebook.com/154746264544931
926,Andreas Birzele,https://www.facebook.com/100451192976841
927,André Stinka,https://www.facebook.com/53607738659
928,"Clemens Hoch, MdL",https://www.facebook.com/1562103247383775
929,Der rollende Rhetoriker,
930,Jusos Bremen,https://www.facebook.com/115430518511470
931,Manuel Schmoll,
932,Marion Walsmann,https://www.facebook.com/116783588405311
933,NextPit,https://www.facebook.com/114942941146
934,SRB - Das Bürgerradio im Städtedreieck,https://www.facebook.com/181050051914269
935,TAoS deutsch,
936,Täglicher Anzeiger Holzminden,https://www.facebook.com/255913527761313
937,Volkhard Wille,https://www.facebook.com/101187282488669
938,"Wolfgang Waldmüller, MdL M-V",https://www.facebook.com/1651841218472962
939,Rechts ist keine Alternative,
940,Schwäbische Post,https://www.facebook.com/431410340537
941,Neu-Ulmer Zeitung,https://www.facebook.com/477594148919201
942,Coburger Tageblatt,https://www.facebook.com/154684167989029
943,Nordbayerische Nachrichten - Forchheim und Ebermannstadt,https://www.facebook.com/814906788579973
944,Schwäbische Ostalb,https://www.facebook.com/149147915122429
945,TAG24,https://www.facebook.com/560371954129652
946,Heinrich-Böll-Stiftung,https://www.facebook.com/32925303328
947,Simone Borchardt,https://www.facebook.com/1053646904666813
948,Dr. Susanne Aschhoff MdL,https://www.facebook.com/102581791781795
949,Geislinger Zeitung - Südwest Presse,https://www.facebook.com/190720242158
950,ttt - titel thesen temperamente,https://www.facebook.com/136753846360776
951,Appletechnikblog,
952,Bürgernahe Stadtpolitik für Senftenberg,
953,Covomo,
954,Das Siebte Flugblatt,
955,Diaspora Shqiptare,
956,Ein Hamm’er hat Meinung. Auch ungefragt.,
957,Generation Deutschland Coburg,
958,Geschmeidewald,
959,"Hanna Naber, MdL",https://www.facebook.com/1378268562239720
960,Informationsdienst Wissenschaft - idw,https://www.facebook.com/248984995115894
961,Jens Kamieth MdL,https://www.facebook.com/323964267964109
962,Jonas Geissler,https://www.facebook.com/107599588210185
963,Kosmonautshop.de • 100% DDR-Originale - VEB Textilkombinat,
964,Mercedes-Benz W113 Pagode SL,
965,Neue Presse Coburg,https://www.facebook.com/119722158041933
966,Sahra Mirow,https://www.facebook.com/191901564300256
967,Kreiszeitung Böblinger Bote,https://www.facebook.com/357599107961
968,Kölnische Rundschau,https://www.facebook.com/147616463739
969,Gandersheimer Kreisblatt,https://www.facebook.com/388845911510465
970,Mothergrid,https://www.facebook.com/575729962762932
971,Schwabmünchner Allgemeine,https://www.facebook.com/502998706384878
972,Pfaffenhofener Kurier,https://www.facebook.com/127837927278040
973,Landtag von Sachsen-Anhalt,https://www.facebook.com/105128368764869
974,Taunus Zeitung,https://www.facebook.com/142904989246583
975,saarnews,https://www.facebook.com/1633539943629045
976,Aichacher Nachrichten,https://www.facebook.com/276896775746686
977,Hohenzollerische Zeitung - Südwest Presse,https://www.facebook.com/190193819655
978,Klaus Lederer,https://www.facebook.com/140695769316176
979,VCD Kreisverband Region Hannover e. V.,
980,noz.de,https://www.facebook.com/106261086094051
981,Passauer Neue Presse (Redaktion Passau),https://www.facebook.com/141281645888076
982,Aichacher Zeitung,https://www.facebook.com/106491819403255
983,StZ Ludwigsburg,
984,Evangelisches Studienwerk,https://www.facebook.com/1518554045076470
985,Finger Security,
986,Fotowelt Schwerin,
987,Alternative für Schwabach,
988,BSZ - Bad Sodener Zeitung,https://www.facebook.com/214393231767578
989,Care in Germany,
990,Delmenhorster Kreisblatt,https://www.facebook.com/247762585237953
991,Dr. Georg Kippels MdB,https://www.facebook.com/686333338065826
992,Dr.CarstenWendelstorf Landkreis Kreis Holzminden,
993,Ernst Haft,
994,Guido Schröter Comics,
995,Hans-Peter Behrens MdL,https://www.facebook.com/101383564663850
996,Klaus Kaiser,https://www.facebook.com/1544143392559562
997,Ludwig Scheetz,https://www.facebook.com/405406826239377
998,Marco Schmitz MdL,https://www.facebook.com/498966216976478
999,Markus Höner,https://www.facebook.com/101715515081392
1000,MurOS GmbH,
1001,Ralf Nolten,https://www.facebook.com/817025541734529
1002,Thomas Keindorf,https://www.facebook.com/151135531609596
1003,Stephan Wolters,https://www.facebook.com/111580497960102
1004,Katharina Binz,https://www.facebook.com/106419387502290
1005,Wirtschaft.NRW,https://www.facebook.com/164365290425469
1006,Sebastian Fiedler,https://www.facebook.com/105856601651186
1007,Leipzig Seiten - Nachrichten aus der Messestadt,https://www.facebook.com/183651463385
1008,AINO Hamburg - by Haspa,https://www.facebook.com/282254821935064
1009,Nachtcafé - Die SWR Talkshow,https://www.facebook.com/288910434483079
1010,Carlo Cronenberg,https://www.facebook.com/1598008726876796
1011,Stephan Thomae,https://www.facebook.com/114479615316279
1012,Jörn Domeier - MdL für den Landkreis Helmstedt,https://www.facebook.com/1332527876865130
1013,JazzRadio,https://www.facebook.com/88672638945
1014,Neue Henneberger Zeitung,https://www.facebook.com/386449358382055
1015,Radio Regenbogen,https://www.facebook.com/269363574225
1016,Regio TV Stuttgart,https://www.facebook.com/302431957874
1017,iFUN,https://www.facebook.com/63911303448
1018,Arbeitgeberverband Gesamtmetall,https://www.facebook.com/169367889785454
1019,ODF - Fernsehen für Ostbrandenburg,https://www.facebook.com/165530212568
1020,Groß-Gerauer Echo/Rüsselsheimer Echo,https://www.facebook.com/1412960312254441
1021,Hochrhein-Zeitung.de,https://www.facebook.com/133517270156596
1022,Gransee-Zeitung,https://www.facebook.com/614581131920819
1023,Rheinneckarblog,https://www.facebook.com/179108668790685
1024,Toni Schuberl,https://www.facebook.com/113396290044519
1025,Lübecker Nachrichten Segeberg,https://www.facebook.com/1531972690414485
1026,ROCK ANTENNE,https://www.facebook.com/194674751046
1027,Gute Laune TV,https://www.facebook.com/94225783100
1028,BB RADIO,https://www.facebook.com/130128730353158
1029,Sebastian Watermeier MdL,https://www.facebook.com/1966782206947427
1030,Martin Brandl MdL,https://www.facebook.com/358186748320
1031,Verband der Chemischen Industrie e.V.,https://www.facebook.com/921326477983554
1032,Latizón TV,https://www.facebook.com/252931434721243
1033,"Barbara Lenk, Mitglied des Bundestages",https://www.facebook.com/104895582101538
1034,"Lena Saniye Güngör, MdL",https://www.facebook.com/401479227125083
1035,Max Mordhorst,https://www.facebook.com/112573977130245
1036,Grüne Jugend Bayern,https://www.facebook.com/43511284223
1037,Mittelschwäbische Nachrichten,https://www.facebook.com/405913616134851
1038,Frank Schmädeke,https://www.facebook.com/1492099767533787
1039,Anjes Tjarks,https://www.facebook.com/211267060302828
1040,Janine Wissler,https://www.facebook.com/403554119734838
1041,Christoph Meyer,https://www.facebook.com/162825633790607
1042,Junge Alternative Baden-Württemberg,https://www.facebook.com/477976142293548
1043,ZEIT ONLINE,https://www.facebook.com/37816894428
1044,ZDFinfo,https://www.facebook.com/151982034867083
1045,Susanna Kahlefeld-Seite,https://www.facebook.com/958456700918659
1046,Свободу Навальному/ Freiheit für Nawalny/ Hamburg,https://www.facebook.com/103168281799253
1047,Joachim Ebmeyer,https://www.facebook.com/113788420487876
1048,IG Metall Jugend,https://www.facebook.com/185101174836284
1049,terre des hommes,https://www.facebook.com/139968284118
1050,Ichwillfair,https://www.facebook.com/109573920927141
1051,Damian Boeselager,https://www.facebook.com/2056256127791743
1052,Ninja Warrior Germany,https://www.facebook.com/959361844138648
1053,Zervakis & Opdenhövel. Live.,https://www.facebook.com/105205171835668
1054,Friedhelm Boginski,https://www.facebook.com/103686381820453
1055,Daniel Baldy,https://www.facebook.com/104478578452808
1056,André Berghegger,https://www.facebook.com/315321281924550
1057,Dr. Daniela De Ridder,https://www.facebook.com/411771882251946
1058,Das Sommerhaus der Stars,https://www.facebook.com/1715931148460722
1059,tierisch tierisch,https://www.facebook.com/204078186289141
1060,Steffen Bilger,https://www.facebook.com/847387425402196
1061,mobiFlip.de,https://www.facebook.com/101999136772
1062,Otto Fricke,https://www.facebook.com/164713303726525
1063,RTL - Wir helfen Kindern - Spendenmarathon,https://www.facebook.com/146195955458969
1064,SPD Mecklenburg-Vorpommern,https://www.facebook.com/140300602673724
1065,Hubert ohne Staller,https://www.facebook.com/245750195476702
1066,BASIC thinking,https://www.facebook.com/97865265740
1067,Martin Gassner-Herz,https://www.facebook.com/102137858373111
1068,CDU Sachsen-Anhalt,https://www.facebook.com/171337982904329
1069,Heftig,https://www.facebook.com/204324616421942
1070,Junge Union NRW,https://www.facebook.com/108532101430
1071,Thomas Silberhorn,https://www.facebook.com/1667682606803909
1072,Carmen Wegge,https://www.facebook.com/116666403455275
1073,Stephan Standfuß MdA,https://www.facebook.com/114232913739465
1074,Maria-Lena Weiss MdB,https://www.facebook.com/111507193904173
1075,Innenministerium Mecklenburg-Vorpommern,https://www.facebook.com/331596614114611
1076,Kai Wegner,https://www.facebook.com/401644396606709
1077,Cosmonauts & Kings,https://www.facebook.com/164193207323735
1078,Kirchenzeitung,https://www.facebook.com/554238158054023
1079,K11 - Die neuen Fälle,https://www.facebook.com/162892430425579
1080,Take Me Out,https://www.facebook.com/543535275810227
1081,GIGA APPLE,https://www.facebook.com/237489601293
1082,WW-Kurier.de,https://www.facebook.com/102093069840289
1083,Wer weiß denn sowas?,https://www.facebook.com/1612724332384105
1084,Stephan Albani,https://www.facebook.com/286689658107688
1085,IGNANT,https://www.facebook.com/120713927946143
1086,CDU Hamburg,https://www.facebook.com/173796242642081
1087,Johannes Fechner,https://www.facebook.com/555842074449519
1088,DSDS - Deutschland sucht den Superstar,https://www.facebook.com/342504153220
1089,Lina Seitzl,https://www.facebook.com/102160768427515
1090,"Barbara Becker, MdL",https://www.facebook.com/278311789001540
1091,"Martin Böhm, MdL",https://www.facebook.com/320748971641029
1092,"Leopold Herz, MdL",https://www.facebook.com/151000451713370
1093,Markus Rösler,https://www.facebook.com/138689789485910
1094,Junge Liberale Sachsen-Anhalt,https://www.facebook.com/167448413270629
1095,Pascal Arweiler,https://www.facebook.com/105177845313579
1096,Junge Liberale JuLis Saar,https://www.facebook.com/204544519567598
1097,BÜNDNISGRÜNE-Fraktion Sachsen,https://www.facebook.com/155171461584819
1098,Sebastian Zinke,https://www.facebook.com/634398756756976
1099,"Sozialistische Gleichheitspartei, IV Internationale - SGP",https://www.facebook.com/90523314133
1100,Michael  Weinreich - Für Wilhelmsburg in der Bürgerschaft,https://www.facebook.com/156902081026932
1101,"Die Tagespost - Katholische Zeitung für Politik, Gesellschaft und Kultur",https://www.facebook.com/319203018481983
1102,Dr. Michael Blos,https://www.facebook.com/115693006938560
1103,Stephan Toscani,https://www.facebook.com/149169115142173
1104,Ministerpräsident Michael Kretschmer,https://www.facebook.com/138422136179542
1105,Björn Thümler,https://www.facebook.com/239576706244442
1106,Alexander Dierks,https://www.facebook.com/1669479939768852
1107,"Katharina Dröge, MdB",https://www.facebook.com/1895940400636093
1108,Dietmar Bartsch,https://www.facebook.com/135751919841485
1109,Mario Barth deckt auf!,https://www.facebook.com/713127115532597
1110,Jan Dieren,https://www.facebook.com/107192357860149
1111,MOIN.DE,https://www.facebook.com/100664674963681
1112,EU-Schwerbehinderung Online-Nachrichtenmagazin,https://www.facebook.com/127728724520267
1113,Bauer sucht Frau,https://www.facebook.com/117684391607862
1114,NDR Kultur,https://www.facebook.com/176937103705
1115,Ludwigshafen24,https://www.facebook.com/819036234817271
1116,Valentin Abel,https://www.facebook.com/1586699104972808
1117,Die Onlinezeitung für Mainfranken,https://www.facebook.com/836444046499374
1118,The Masked Singer Germany,https://www.facebook.com/295890528025406
1119,"Carolin Bachmann, MdB",https://www.facebook.com/102447141656283
1120,"Dr. Michael Espendiller, MdB",https://www.facebook.com/798071870367436
1121,Die Rosenheim-Cops,https://www.facebook.com/969630243065964
1122,Canan Bayram,https://www.facebook.com/169703019755684
1123,Zeiglers wunderbare Welt des Fußballs,https://www.facebook.com/273426262942
1124,Sing meinen Song - Das Tauschkonzert,https://www.facebook.com/610043092408105
1125,Niclas Dürbrook,https://www.facebook.com/105976728517860
1126,Reem Alabali-Radovan,https://www.facebook.com/102424668580172
1127,Thadäus König,https://www.facebook.com/1550003181784176
1128,Tim Pargent,https://www.facebook.com/602735560188299
1129,Gelnhäuser Neue Zeitung,https://www.facebook.com/306168312746894
1130,Bundesministerium für Ernährung und Landwirtschaft,https://www.facebook.com/108693899154288
1131,Ulrike Schielke - Ziesing AfD MV,https://www.facebook.com/1618008748513984
1132,Johannes Schätzl MdB,https://www.facebook.com/106192378156373
1133,Bundeszentrale für gesundheitliche Aufklärung (BZgA),https://www.facebook.com/734748463886108
1134,Manfred Pentz,https://www.facebook.com/593292404082611
1135,Klaus Hansen,https://www.facebook.com/104240042156507
1136,Linksjugend ['solid] Sachsen-Anhalt,https://www.facebook.com/159980757385880
1137,Linksjugend 'solid Mecklenburg-Vorpommern,https://www.facebook.com/519237931462413
1138,AfD Berlin,https://www.facebook.com/151543935027747
1139,Sven Lehmann,https://www.facebook.com/103380881643592
1140,Thüringer Heimatpartei,https://www.facebook.com/113007570269326
1141,Valentin Lippmann,https://www.facebook.com/1248426405167398
1142,Sabine Waschke,https://www.facebook.com/105834087915069
1143,Dr. Silke Lesemann,https://www.facebook.com/275294562909873
1144,Jörg Blöming,https://www.facebook.com/1823674971205625
1145,Florian Schneider,https://www.facebook.com/540998849332680
1146,"Jochen Haug, MdB",https://www.facebook.com/110377990871598
1147,Dr. Iris Martin-Gehl,https://www.facebook.com/732128846904782
1148,Thela Wernstedt MdL,https://www.facebook.com/254155828336349
1149,Junge Liberale Baden-Württemberg,https://www.facebook.com/119037791450041
1150,Dr.-Ing. Rolf Weigand,https://www.facebook.com/1569926646377002
1151,DW News,https://www.facebook.com/24369314439
1152,Junge Liberale JuLis,https://www.facebook.com/110976485656573
1153,Stephan Bothe MdL,https://www.facebook.com/1955234668060261
1154,Josef Hovenjürgen MdL,https://www.facebook.com/212567018874653
1155,Stefanie Drese,https://www.facebook.com/967367566634865
1156,Anne Shepley MdL,https://www.facebook.com/609493349521228
1157,Konrad-Adenauer-Stiftung,https://www.facebook.com/44511549119
1158,Thomas Ehrhorn AfD,https://www.facebook.com/945204268844750
1159,FDP Thüringen,https://www.facebook.com/217013861665887
1160,Bares für Rares,https://www.facebook.com/1881865098735533
1161,Marco Mohrmann MdL,https://www.facebook.com/216723288835950
1162,German Daily News,https://www.facebook.com/174519972681507
1163,SPD Baden-Württemberg,https://www.facebook.com/179057176050
1164,Kitchen Impossible,https://www.facebook.com/821111768015272
1165,Thomas Gebhart,https://www.facebook.com/399610793419033
1166,Dr. Christina Baum,https://www.facebook.com/449770495211587
1167,DIE DA OBEN!,https://www.facebook.com/376601206024823
1168,Freudenberg Online,https://www.facebook.com/115123251847601
1169,"Nicole Bauer, MdB",https://www.facebook.com/675646769291203
1170,SPD Niedersachsen,https://www.facebook.com/76866574484
1171,Futurium,https://www.facebook.com/352736338253081
1172,Ich bin ein Star - Holt mich hier raus!,https://www.facebook.com/152244254820340
1173,"Mario Brandenburg, MdB",https://www.facebook.com/171048233358845
1174,Katharina Beck,https://www.facebook.com/107206331322032
1175,Tobias Lindner,https://www.facebook.com/278875132141051
1176,SPD Rheinland-Pfalz,https://www.facebook.com/330165526782
1177,MDR Investigativ,https://www.facebook.com/171956279596183
1178,Weblogit,https://www.facebook.com/156119031090303
1179,Mannheim24,https://www.facebook.com/458074710960388
1180,So Gesehen Talk am Sonntag,https://www.facebook.com/193654510644664
1181,Junge Union Berlin,https://www.facebook.com/452000628224371
1182,Gefragt - Gejagt,https://www.facebook.com/1388789034755817
1183,Klaus Stöttner,https://www.facebook.com/349649338470907
1184,Hauke Hansen - CDU Landtagsabgeordneter für Neumünster und Boostedt,https://www.facebook.com/100326845777277
1185,Gyde Jensen,https://www.facebook.com/147856952517048
1186,Claudia Schüßler,https://www.facebook.com/423076391397584
1187,Fabian Gramling,https://www.facebook.com/1038130056206822
1188,Jan-Niclas Gesenhues,https://www.facebook.com/1998777053683118
1189,Jan Plobner,https://www.facebook.com/105197591620218
1190,Sarah Lahrkamp,https://www.facebook.com/100177145458129
1191,Denny Jankowski,https://www.facebook.com/255797764879696
1192,Martin Pätzold,https://www.facebook.com/186227614874497
1193,Hartmut Moorkamp,https://www.facebook.com/100817442697037
1194,Dennis Thering,https://www.facebook.com/174069489298219
1195,AfD Brandenburg,https://www.facebook.com/115602575294020
1196,CDU-Fraktion Land Bremen,https://www.facebook.com/245106622258525
1197,Rhein-Sieg Rundschau,https://www.facebook.com/177833668740743
1198,Tobias Keller  - MdL Sachsen,https://www.facebook.com/106200787585174
1199,Claudia Maicher,https://www.facebook.com/1907980712634073
1200,Frank Henning,https://www.facebook.com/213315645458272
1201,FDP-Landtagsfraktion Rheinland-Pfalz,https://www.facebook.com/833157910040047
1202,Junge Alternative Berlin,https://www.facebook.com/482997785173430
1203,Dr. Ralf-Norbert Bartelt MdL,https://www.facebook.com/566733907031278
1204,Thomas Uhlen,https://www.facebook.com/1666381850356344
1205,Christian Tischner,https://www.facebook.com/1116855345169430
1206,Frank Steinraths,https://www.facebook.com/263505147554500
1207,Linksjugend ['solid] Berlin,https://www.facebook.com/128409907174042
1208,Thekla Walker,https://www.facebook.com/1595631434033569
1209,Corinna Lange,https://www.facebook.com/108019628581435
1210,Max Schad,https://www.facebook.com/289549144910652
1211,Christoph Zippel MdL,https://www.facebook.com/396628017558674
1212,BÜNDNIS 90 / DIE GRÜNEN Thüringen,https://www.facebook.com/445962318752667
1213,"Franz-Robert Liskow, MdL",https://www.facebook.com/1471258759768876
1214,Henning Foerster,https://www.facebook.com/121978558503572
1215,Tobias Hans,https://www.facebook.com/54497594909
1216,DIE LINKE. Mecklenburg-Vorpommern,https://www.facebook.com/205311826175998
1217,NWZ - Südwest Presse,https://www.facebook.com/228612647167440
1218,BüSo - Bürgerrechtsbewegung Solidarität,https://www.facebook.com/166208683431531
1219,Astrid Damerow,https://www.facebook.com/147870419122960
1220,Jan Wenzel Schmidt - AfD,https://www.facebook.com/922499797823855
1221,Rundschau - Südwest Presse,https://www.facebook.com/506725412681115
1222,Bärbel Bas,https://www.facebook.com/645760532106194
1223,Alexander Bartz,https://www.facebook.com/101276215245096
1224,"Marcus Bühl, AfD MdB",https://www.facebook.com/1843056589285625
1225,Wiebke Esdar,https://www.facebook.com/1433558319994719
1226,Michel Deckmann,https://www.facebook.com/101040432216080
1227,Freie Demokraten im Thüringer Landtag,https://www.facebook.com/105537757585128
1228,Sören Bartol,https://www.facebook.com/1395797837300016
1229,DAS! im NDR Fernsehen,https://www.facebook.com/141864529247686
1230,Das Supertalent,https://www.facebook.com/352452876652
1231,Ali Al-Dailami,https://www.facebook.com/107144855027252
1232,Sonja Eichwede,https://www.facebook.com/118585603105337
1233,Agnieszka Brugger,https://www.facebook.com/169881576447003
1234,Newsportal Köln,https://www.facebook.com/433729573856503
1235,Lisa Badum,https://www.facebook.com/99489241160
1236,Die Sächsische Union,https://www.facebook.com/242877865923318
1237,Uwe Feiler,https://www.facebook.com/108826898029
1238,Norbert Altenkamp,https://www.facebook.com/143012542927620
1239,Tessa Ganserer,https://www.facebook.com/2056406514397698
1240,SPD Saar,https://www.facebook.com/214065808453
1241,WMP EuroCom AG,https://www.facebook.com/104661651616620
1242,Daniel Föst,https://www.facebook.com/1026865247418194
1243,Dr. Holger Becker - Bundestagsabgeordneter,https://www.facebook.com/110509381187200
